"","response","Freq.R1","Types.R1","Freq.R123","Types.R123"
"8597","corchea",NA,NA,2,2
"8598","corcho",NA,NA,2,2
"8599","corchos",2,1,2,1
"8600","cordillera",2,2,2,2
"8601","corneta",1,1,2,2
"8602","correa",1,1,2,2
"8603","correccion",NA,NA,2,2
"8604","corrector",NA,NA,2,2
"8605","correpondencia",2,2,2,2
"8606","corrupta",2,2,2,2
"8607","cortado",1,1,2,2
"8608","Corte",2,2,2,2
"8609","cortesia",2,2,2,2
"8610","corteza",NA,NA,2,2
"8611","cortito",1,1,2,1
"8612","Corto",2,2,2,2
"8613","corto de vista",NA,NA,2,2
"8614","Cosa",NA,NA,2,2
"8615","cosa pequeña",1,1,2,2
"8616","cosina",1,1,2,2
"8617","cosita",1,1,2,2
"8618","cosmopolita",1,1,2,1
"8619","costanera",1,1,2,2
"8620","costra",NA,NA,2,2
"8621","costurero",1,1,2,2
"8622","country",NA,NA,2,2
"8623","crayola",NA,NA,2,1
"8624","creciente",NA,NA,2,1
"8625","creible",1,1,2,2
"8626","cremoso",NA,NA,2,2
"8627","creyente",1,1,2,2
"8628","creyentes",1,1,2,2
"8629","cria",NA,NA,2,2
"8630","criadero",NA,NA,2,2
"8631","criar",NA,NA,2,2
"8632","crines",NA,NA,2,1
"8633","criollo",NA,NA,2,2
"8634","cristiana",NA,NA,2,2
"8635","critico",NA,NA,2,2
"8636","cronología",NA,NA,2,2
"8637","cruces",1,1,2,2
"8638","crucial",2,2,2,2
"8639","crujiente",NA,NA,2,2
"8640","cruz roja",1,1,2,2
"8641","cuadernola",1,1,2,1
"8642","cualidades",NA,NA,2,2
"8643","cualitativo",NA,NA,2,2
"8644","cualquier",1,1,2,2
"8645","Cuando",1,1,2,2
"8646","cuándo",1,1,2,2
"8647","cuantificador",NA,NA,2,2
"8648","cuantificar",1,1,2,2
"8649","cuantitativa",1,1,2,2
"8650","cuantitativo",2,2,2,2
"8651","cuarteto",NA,NA,2,2
"8652","cubeta",2,2,2,2
"8653","cubica",2,2,2,2
"8654","cúbicos",1,1,2,1
"8655","cubiertas",1,1,2,1
"8656","cubito",1,1,2,1
"8657","cuchara grande",2,1,2,1
"8658","cucheta",1,1,2,2
"8659","cuchi",NA,NA,2,2
"8660","Cuchillo",2,2,2,2
"8661","cuchilo",1,1,2,1
"8662","cucu",2,1,2,1
"8663","cuello largo",1,1,2,2
"8664","Cuero",1,1,2,2
"8665","cuidadi",NA,NA,2,2
"8666","cuidarce",1,1,2,2
"8667","culinario",1,1,2,2
"8668","culminado",1,1,2,2
"8669","culmino",NA,NA,2,2
"8670","culpables",1,1,2,2
"8671","culta",1,1,2,2
"8672","cumple años",NA,NA,2,2
"8673","Cumpleaños",NA,NA,2,2
"8674","cumplidor",NA,NA,2,1
"8675","curable",NA,NA,2,2
"8676","curación",2,2,2,2
"8677","curador",1,1,2,1
"8678","curandera",NA,NA,2,2
"8679","curiosear",NA,NA,2,2
"8680","curriculum",NA,NA,2,2
"8681","curro",2,2,2,2
"8682","cursi",2,2,2,2
"8683","cursiva",NA,NA,2,2
"8684","cutis",1,1,2,2
"8685","cuyo",1,1,2,2
"8686","dádiva",1,1,2,2
"8687","dái",1,1,2,2
"8688","damas",2,2,2,2
"8689","dance",NA,NA,2,2
"8690","danger",2,1,2,1
"8691","dañar",NA,NA,2,2
"8692","dañina",1,1,2,2
"8693","dañino",1,1,2,1
"8694","daños",NA,NA,2,1
"8695","Dar",1,1,2,2
"8696","dar vuelta",1,1,2,2
"8697","dardos",2,2,2,2
"8698","de algo",2,2,2,2
"8699","de aquí",1,1,2,1
"8700","de arte",1,1,2,2
"8701","de bebé",NA,NA,2,2
"8702","de blancas",2,1,2,1
"8703","de bodas",2,2,2,2
"8704","de colores",2,2,2,2
"8705","de conducir",2,2,2,2
"8706","de cuentas",2,1,2,1
"8707","de el",2,1,2,1
"8708","de eso",1,1,2,2
"8709","de espera",2,1,2,1
"8710","de fuerza",1,1,2,1
"8711","de goma",1,1,2,2
"8712","de hogar",1,1,2,2
"8713","de hora",2,1,2,1
"8714","de la mano",1,1,2,2
"8715","de la plata",2,1,2,1
"8716","de lado",NA,NA,2,2
"8717","de largo",NA,NA,2,2
"8718","de luz",2,2,2,2
"8719","de mesa",1,1,2,2
"8720","de música",2,2,2,2
"8721","de nada",2,2,2,2
"8722","de nuevo",NA,NA,2,1
"8723","de panico",2,1,2,1
"8724","de repente",NA,NA,2,2
"8725","de sitio",1,1,2,1
"8726","de tela",1,1,2,2
"8727","de verdad",2,1,2,1
"8728","de voz",2,2,2,2
"8729","deal",1,1,2,1
"8730","debate",2,2,2,2
"8731","decadente",1,1,2,2
"8732","decano",1,1,2,2
"8733","decenas",1,1,2,2
"8734","decimal",1,1,2,2
"8735","decisivo",NA,NA,2,2
"8736","declaracion",NA,NA,2,2
"8737","declarante",1,1,2,1
"8738","declarar",NA,NA,2,2
"8739","decrépito",NA,NA,2,2
"8740","decretos",NA,NA,2,2
"8741","Dedos",2,1,2,1
"8742","defensas",NA,NA,2,2
"8743","defensiva",NA,NA,2,2
"8744","defiende",NA,NA,2,1
"8745","defunción",NA,NA,2,2
"8746","degradante",1,1,2,2
"8747","deidad",1,1,2,2
"8748","dejadez",1,1,2,2
"8749","del fin",2,2,2,2
"8750","del país",1,1,2,2
"8751","del sur",2,2,2,2
"8752","delantal",NA,NA,2,2
"8753","deliberante",2,2,2,2
"8754","delimitación",1,1,2,2
"8755","delimitada",1,1,2,2
"8756","demasía",NA,NA,2,2
"8757","demuestra",1,1,2,1
"8758","densidad",1,1,2,2
"8759","dentifrico",NA,NA,2,2
"8760","deprimente",1,1,2,2
"8761","Derecha",2,1,2,1
"8762","Derechos",NA,NA,2,2
"8763","derechos humanos",NA,NA,2,2
"8764","deriva",1,1,2,2
"8765","dermis",2,1,2,1
"8766","derrame",NA,NA,2,2
"8767","derribar",NA,NA,2,2
"8768","derroche",1,1,2,2
"8769","desabrigado",NA,NA,2,1
"8770","desafortunado",NA,NA,2,2
"8771","desahogo",1,1,2,2
"8772","desánimo",1,1,2,2
"8773","desaparecidos",1,1,2,2
"8774","desaparicion",1,1,2,2
"8775","desarmado",2,1,2,1
"8776","desarmar",1,1,2,2
"8777","desazon",1,1,2,2
"8778","desbunde",1,1,2,2
"8779","Descanso",2,2,2,2
"8780","descargar",2,2,2,2
"8781","descartable",NA,NA,2,2
"8782","descartes",NA,NA,2,2
"8783","desceso",2,2,2,2
"8784","desciende",NA,NA,2,1
"8785","descompuesto",1,1,2,2
"8786","desconocidos",1,1,2,2
"8787","descontento",NA,NA,2,2
"8788","descremada",NA,NA,2,1
"8789","desencuentro",1,1,2,2
"8790","desengaño",1,1,2,1
"8791","desepción",NA,NA,2,2
"8792","desertar",NA,NA,2,2
"8793","desesperado",1,1,2,2
"8794","desesperanza",1,1,2,2
"8795","desesperar",NA,NA,2,2
"8796","desestrés",NA,NA,2,2
"8797","desgarbado",NA,NA,2,2
"8798","deshacer",1,1,2,1
"8799","deshonestidad",NA,NA,2,2
"8800","deshonor",2,1,2,1
"8801","desilucion",1,1,2,2
"8802","desinfectar",NA,NA,2,2
"8803","desistir",1,1,2,2
"8804","deslizar",1,1,2,1
"8805","desmotivacion",1,1,2,2
"8806","desnuda",1,1,2,2
"8807","desnudez",1,1,2,2
"8808","deso",2,2,2,2
"8809","desodorante",NA,NA,2,1
"8810","desolacion",NA,NA,2,2
"8811","desparejo",1,1,2,2
"8812","despectivo",NA,NA,2,2
"8813","despedidas",NA,NA,2,2
"8814","despensa",1,1,2,2
"8815","desperfecto",NA,NA,2,2
"8816","despertino",1,1,2,2
"8817","despojo",NA,NA,2,2
"8818","déspota",1,1,2,1
"8819","desprolijidad",NA,NA,2,2
"8820","desproporcionado",NA,NA,2,2
"8821","desquicio",2,2,2,2
"8822","destapar",2,2,2,2
"8823","destrato",1,1,2,2
"8824","desunión",2,2,2,2
"8825","desventaja",1,1,2,2
"8826","desventura",1,1,2,2
"8827","desyuno",NA,NA,2,2
"8828","detalles",1,1,2,2
"8829","detectives",NA,NA,2,2
"8830","detente",NA,NA,2,2
"8831","determinante",1,1,2,2
"8832","detestable",NA,NA,2,2
"8833","detrás",2,2,2,2
"8834","devuelve",NA,NA,2,2
"8835","dìa",2,2,2,2
"8836","diadema",2,2,2,2
"8837","dibujito",NA,NA,2,2
"8838","dichas",1,1,2,1
"8839","Dientes",1,1,2,2
"8840","diestra",1,1,2,2
"8841","Diferencia",1,1,2,2
"8842","diferencial",NA,NA,2,2
"8843","diferenciar",NA,NA,2,2
"8844","Diferente",2,2,2,2
"8845","diferir",NA,NA,2,2
"8846","dificíl",1,1,2,2
"8847","dificiles",NA,NA,2,2
"8848","dificultades",NA,NA,2,2
"8849","difunto",1,1,2,1
"8850","digas",1,1,2,1
"8851","Dignidad",2,2,2,2
"8852","dije",2,2,2,2
"8853","dilucidar",NA,NA,2,2
"8854","dimensiones",NA,NA,2,2
"8855","diminutivo",NA,NA,2,2
"8856","dinamico",2,2,2,2
"8857","dinámico",1,1,2,2
"8858","dio",2,2,2,2
"8859","diós",2,2,2,2
"8860","dioses",1,1,2,2
"8861","dique",2,2,2,2
"8862","directa",1,1,2,2
"8863","directora",NA,NA,2,2
"8864","dirigido",2,2,2,2
"8865","discipulo",NA,NA,2,2
"8866","discípulo",1,1,2,1
"8867","disco de pasta",1,1,2,1
"8868","discos",NA,NA,2,2
"8869","disertación",2,1,2,1
"8870","disminución",1,1,2,1
"8871","disminuir",1,1,2,2
"8872","disminuye",1,1,2,2
"8873","disolver",NA,NA,2,1
"8874","dispersión",1,1,2,2
"8875","dispuesto",1,1,2,2
"8876","distanciamiento",NA,NA,2,2
"8877","distendido",NA,NA,2,2
"8878","distinguido",1,1,2,2
"8879","distinguir",NA,NA,2,1
"8880","distraerse",NA,NA,2,2
"8881","distrito",2,1,2,1
"8882","diurna",1,1,2,2
"8883","diversiòn",2,2,2,2
"8884","diversiones",2,1,2,1
"8885","divisoria",NA,NA,2,1
"8886","divulgacion",NA,NA,2,2
"8887","documental",1,1,2,2
"8888","dólares",1,1,2,2
"8889","dolido",NA,NA,2,1
"8890","dolorido",1,1,2,1
"8891","domar",NA,NA,2,2
"8892","doméstica",NA,NA,2,1
"8893","domino",1,1,2,2
"8894","donación",NA,NA,2,2
"8895","Donde",1,1,2,2
"8896","donde?",1,1,2,2
"8897","dorso",2,1,2,1
"8898","dosmil",1,1,2,1
"8899","dotado",1,1,2,2
"8900","drogada",1,1,2,2
"8901","drogado",1,1,2,2
"8902","dualidad",NA,NA,2,2
"8903","dubitativa",NA,NA,2,2
"8904","ducharse",2,2,2,2
"8905","duchas",NA,NA,2,2
"8906","ducho",NA,NA,2,2
"8907","dudosa",1,1,2,2
"8908","duendes",NA,NA,2,1
"8909","Dumbo",1,1,2,1
"8910","duna",NA,NA,2,1
"8911","duradero",1,1,2,2
"8912","ebriedad",1,1,2,2
"8913","ebullición",1,1,2,2
"8914","eclesiástico",1,1,2,2
"8915","ecosistema",1,1,2,2
"8916","ecuador",1,1,2,2
"8917","edición",1,1,2,2
"8918","edificacion",1,1,2,2
"8919","edificar",NA,NA,2,2
"8920","Edificio",1,1,2,2
"8921","edil",1,1,2,2
"8922","editora",2,1,2,1
"8923","educativa",NA,NA,2,2
"8924","efectivamente",1,1,2,2
"8925","efectuar",1,1,2,2
"8926","eficas",NA,NA,2,1
"8927","egreso",2,2,2,2
"8928","egro",NA,NA,2,2
"8929","ejecucion",2,2,2,2
"8930","ejemplificar",1,1,2,2
"8931","Ejercicio",1,1,2,2
"8932","ejercício",2,2,2,2
"8933","ejercicios",1,1,2,2
"8934","El",1,1,2,2
"8935","el grito",2,2,2,2
"8936","el que sea",1,1,2,1
"8937","elabora",NA,NA,2,2
"8938","elastico",NA,NA,2,2
"8939","electrodomesticos",NA,NA,2,1
"8940","electrodomésticos",1,1,2,2
"8941","electron",2,2,2,2
"8942","elegida",NA,NA,2,2
"8943","elejir",2,1,2,1
"8944","elicoptero",2,1,2,1
"8945","ellas",NA,NA,2,2
"8946","embarcacion",NA,NA,2,2
"8947","emblema",1,1,2,2
"8948","embolado",2,1,2,1
"8949","emboscada",1,1,2,2
"8950","embrujo",NA,NA,2,2
"8951","embuste",1,1,2,2
"8952","Emocion",2,2,2,2
"8953","emotivo",1,1,2,2
"8954","empacho",NA,NA,2,2
"8955","empalagoso",NA,NA,2,2
"8956","empata",2,1,2,1
"8957","Empatia",NA,NA,2,2
"8958","empeza",NA,NA,2,2
"8959","empleos",NA,NA,2,2
"8960","emprendedor",NA,NA,2,2
"8961","empresarios",1,1,2,2
"8962","empuja",NA,NA,2,1
"8963","empujar",1,1,2,2
"8964","en el interior",1,1,2,1
"8965","en frente",NA,NA,2,2
"8966","en torno",1,1,2,1
"8967","en una de esas",NA,NA,2,1
"8968","enanitos",NA,NA,2,1
"8969","encantadora",NA,NA,2,2
"8970","encarcelado",1,1,2,2
"8971","encargo",1,1,2,2
"8972","encarnado",1,1,2,1
"8973","encastre",NA,NA,2,2
"8974","encendida",2,2,2,2
"8975","enclave",1,1,2,2
"8976","encontrarse",NA,NA,2,2
"8977","end",2,2,2,2
"8978","enfadado",2,1,2,1
"8979","enfado",2,2,2,2
"8980","enfermeras",1,1,2,1
"8981","enfoque",1,1,2,2
"8982","engañoso",1,1,2,2
"8983","engranajes",1,1,2,2
"8984","enhiesto",2,1,2,1
"8985","enjambre",NA,NA,2,2
"8986","enredadera",1,1,2,2
"8987","enredado",NA,NA,2,2
"8988","enrulado",NA,NA,2,1
"8989","Enseñanza",2,2,2,2
"8990","enseñanzas",NA,NA,2,2
"8991","enser",1,1,2,2
"8992","ensuciar",NA,NA,2,2
"8993","entereza",NA,NA,2,2
"8994","entrelazado",1,1,2,2
"8995","entrenador",1,1,2,2
"8996","entrenar",1,1,2,2
"8997","entreverado",2,1,2,1
"8998","enumeración",1,1,2,2
"8999","enunciado",1,1,2,2
"9000","envejecer",1,1,2,2
"9001","envergadura",1,1,2,2
"9002","envuelto",1,1,2,2
"9003","Equipo",1,1,2,2
"9004","equitacion",NA,NA,2,2
"9005","equivalencia",2,1,2,1
"9006","er",2,2,2,2
"9007","eres",2,2,2,2
"9008","erotico",1,1,2,2
"9009","errar",NA,NA,2,2
"9010","es asi",2,2,2,2
"9011","es lo que hay",NA,NA,2,2
"9012","es más",1,1,2,1
"9013","escama",1,1,2,2
"9014","escandalo",NA,NA,2,2
"9015","escándalo",NA,NA,2,2
"9016","escenografia",NA,NA,2,2
"9017","escocés",1,1,2,1
"9018","escocia",NA,NA,2,2
"9019","escoger",1,1,2,2
"9020","escogido",2,1,2,1
"9021","esconderse",2,2,2,2
"9022","escorpion",NA,NA,2,2
"9023","escorpión",NA,NA,2,2
"9024","escribo",1,1,2,2
"9025","escrutinio",1,1,2,2
"9026","escurridizo",NA,NA,2,2
"9027","esencial",2,2,2,2
"9028","esencias",2,2,2,2
"9029","esferico",1,1,2,2
"9030","Esfuerzo",1,1,2,2
"9031","esgrima",1,1,2,1
"9032","esguince",1,1,2,2
"9033","eslabones",2,1,2,1
"9034","esmero",NA,NA,2,2
"9035","espacios",NA,NA,2,2
"9036","espadachín",NA,NA,2,1
"9037","espantoso",1,1,2,1
"9038","especio",1,1,2,2
"9039","esperada",NA,NA,2,2
"9040","espinaca",NA,NA,2,1
"9041","esplendido",1,1,2,2
"9042","espontanea",NA,NA,2,2
"9043","esquilar",NA,NA,2,2
"9044","esquivar",1,1,2,2
"9045","establecido",1,1,2,2
"9046","establo",NA,NA,2,2
"9047","estación de servicio",NA,NA,2,1
"9048","estadía",2,2,2,2
"9049","estadounidense",1,1,2,2
"9050","estafador",1,1,2,2
"9051","estancada",NA,NA,2,2
"9052","estante",1,1,2,2
"9053","Estar",1,1,2,2
"9054","estar bien",1,1,2,2
"9055","estás",1,1,2,2
"9056","estatica",NA,NA,2,2
"9057","estatuto",NA,NA,2,2
"9058","Este",2,2,2,2
"9059","esté",NA,NA,2,2
"9060","estepa",1,1,2,2
"9061","estereotipos",1,1,2,2
"9062","estiércol",NA,NA,2,2
"9063","estigma",NA,NA,2,2
"9064","estimula",NA,NA,2,2
"9065","estimular",NA,NA,2,2
"9066","estímulos",1,1,2,2
"9067","estío",2,1,2,1
"9068","estirar",NA,NA,2,2
"9069","estival",2,2,2,2
"9070","estorbo",1,1,2,2
"9071","estrafalario",NA,NA,2,2
"9072","estrellada",1,1,2,1
"9073","Estrellas",1,1,2,2
"9074","estresante",NA,NA,2,2
"9075","estribor",NA,NA,2,2
"9076","estuche",1,1,2,2
"9077","etc",1,1,2,2
"9078","eter",2,2,2,2
"9079","etérea",NA,NA,2,2
"9080","etico",1,1,2,2
"9081","EVA",2,1,2,1
"9082","evacuar",1,1,2,2
"9083","evaluador",1,1,2,2
"9084","evaluando",1,1,2,1
"9085","eventual",1,1,2,2
"9086","evocaciòn",1,1,2,2
"9087","exacta",1,1,2,2
"9088","exagerado",1,1,2,2
"9089","examenes",NA,NA,2,2
"9090","excentrico",NA,NA,2,2
"9091","excepción",1,1,2,2
"9092","excitado",1,1,2,1
"9093","excitante",1,1,2,2
"9094","excluyente",1,1,2,2
"9095","excusas",NA,NA,2,2
"9096","exhaustivo",1,1,2,2
"9097","exhibición",1,1,2,2
"9098","exilio",NA,NA,2,2
"9099","existencial",NA,NA,2,2
"9100","existente",1,1,2,1
"9101","existo",2,1,2,1
"9102","exitosa",1,1,2,2
"9103","expanción",1,1,2,2
"9104","expandir",NA,NA,2,2
"9105","expedición",NA,NA,2,2
"9106","experimentar",1,1,2,2
"9107","explota",1,1,2,2
"9108","explotar",NA,NA,2,2
"9109","expres",1,1,2,2
"9110","expresa",NA,NA,2,1
"9111","expropiar",NA,NA,2,2
"9112","expulsar",NA,NA,2,2
"9113","expulsion",1,1,2,2
"9114","extendido",NA,NA,2,2
"9115","extensión",NA,NA,2,2
"9116","extranjera",1,1,2,1
"9117","extraordinaria",1,1,2,2
"9118","extraviar",NA,NA,2,2
"9119","fábula",2,2,2,2
"9120","facciones",NA,NA,2,2
"9121","facha",NA,NA,2,2
"9122","facilitador",1,1,2,2
"9123","facón",NA,NA,2,2
"9124","factor",2,2,2,2
"9125","fainá",NA,NA,2,1
"9126","faja",1,1,2,1
"9127","falacia",NA,NA,2,1
"9128","fallar",NA,NA,2,2
"9129","Falso",2,1,2,1
"9130","falta de",2,1,2,1
"9131","falta de libertad",NA,NA,2,2
"9132","falto",1,1,2,2
"9133","famila",NA,NA,2,2
"9134","Familiar",NA,NA,2,2
"9135","familiaridad",NA,NA,2,2
"9136","famosa",1,1,2,2
"9137","Famoso",1,1,2,2
"9138","fan",2,2,2,2
"9139","Far West",NA,NA,2,2
"9140","faraon",NA,NA,2,1
"9141","fármaco",1,1,2,2
"9142","fascismo",1,1,2,2
"9143","favorito",1,1,2,2
"9144","feedback",NA,NA,2,2
"9145","felicitacion",1,1,2,2
"9146","Femenino",1,1,2,2
"9147","feos",1,1,2,2
"9148","féretro",NA,NA,2,2
"9149","fermentación",2,2,2,2
"9150","fermento",NA,NA,2,2
"9151","ferocidad",1,1,2,2
"9152","ferrari",1,1,2,2
"9153","ferreira",NA,NA,2,1
"9154","festeja",NA,NA,2,2
"9155","festival",1,1,2,2
"9156","festivo",1,1,2,2
"9157","fétido",1,1,2,2
"9158","feto",NA,NA,2,2
"9159","figura geometrica",1,1,2,2
"9160","fijar",NA,NA,2,2
"9161","filamento",1,1,2,2
"9162","film",1,1,2,2
"9163","filmacion",NA,NA,2,1
"9164","filmina",1,1,2,1
"9165","Filo",2,2,2,2
"9166","filosa",1,1,2,2
"9167","filosófico",1,1,2,2
"9168","filtrar",NA,NA,2,2
"9169","fin de año",NA,NA,2,2
"9170","financiera",1,1,2,2
"9171","fineza",2,2,2,2
"9172","fiscalizar",NA,NA,2,1
"9173","fisonomia",NA,NA,2,2
"9174","flácido",1,1,2,2
"9175","flamea",NA,NA,2,2
"9176","flamear",1,1,2,1
"9177","flamenco",1,1,2,2
"9178","flan",1,1,2,2
"9179","flechas",1,1,2,2
"9180","flete",NA,NA,2,2
"9181","flexibles",1,1,2,2
"9182","flipper",2,1,2,1
"9183","Flor",1,1,2,2
"9184","floración",1,1,2,1
"9185","florencia",NA,NA,2,2
"9186","florida",2,2,2,2
"9187","Flotar",1,1,2,2
"9188","fluvial",2,2,2,2
"9189","foca",2,2,2,2
"9190","fofa",2,2,2,2
"9191","fofo",2,1,2,1
"9192","fogonazo",2,2,2,2
"9193","follaje",1,1,2,1
"9194","forjar",NA,NA,2,1
"9195","formato",NA,NA,2,2
"9196","fórmula",1,1,2,2
"9197","formulario",1,1,2,2
"9198","forro",1,1,2,1
"9199","fosa",2,2,2,2
"9200","fosil",NA,NA,2,1
"9201","fosiles",1,1,2,2
"9202","Foto",2,1,2,1
"9203","fotocopiadora",1,1,2,1
"9204","Fotos",2,2,2,2
"9205","fractura",NA,NA,2,1
"9206","fragante",NA,NA,2,2
"9207","fragilidad",1,1,2,2
"9208","fragua",2,2,2,2
"9209","frambuesa",NA,NA,2,2
"9210","franca",1,1,2,2
"9211","francesa",1,1,2,2
"9212","franela",NA,NA,2,2
"9213","franja",1,1,2,2
"9214","fraterno",NA,NA,2,2
"9215","frecuentemente",NA,NA,2,1
"9216","fregar",NA,NA,2,2
"9217","freir",2,1,2,1
"9218","frente amplio",NA,NA,2,2
"9219","Freud",1,1,2,2
"9220","friends",1,1,2,2
"9221","Frita",2,2,2,2
"9222","fritar",NA,NA,2,1
"9223","frituras",1,1,2,2
"9224","frizz",NA,NA,2,2
"9225","frondoso",2,2,2,2
"9226","fronton",NA,NA,2,1
"9227","frotar",NA,NA,2,2
"9228","frustrado",1,1,2,1
"9229","frutillas",NA,NA,2,2
"9230","fuese",1,1,2,2
"9231","fugaces",2,2,2,2
"9232","fugacidad",1,1,2,2
"9233","full",2,2,2,2
"9234","funcional",NA,NA,2,2
"9235","funcionar",1,1,2,2
"9236","funciones",NA,NA,2,2
"9237","funeral",1,1,2,2
"9238","furgón",NA,NA,2,2
"9239","fusión",2,2,2,2
"9240","gadget",1,1,2,2
"9241","galan",1,1,2,2
"9242","galeno",NA,NA,2,1
"9243","gallego",1,1,2,2
"9244","gallegos",NA,NA,2,2
"9245","galo",1,1,2,1
"9246","galpon",1,1,2,2
"9247","gamba",2,2,2,2
"9248","game over",NA,NA,2,2
"9249","ganadores",NA,NA,2,2
"9250","garbo",NA,NA,2,2
"9251","garca",2,2,2,2
"9252","garcía",NA,NA,2,2
"9253","gardel",1,1,2,2
"9254","garrapiñada",NA,NA,2,1
"9255","garrón",1,1,2,2
"9256","garronero",1,1,2,2
"9257","Gas",1,1,2,2
"9258","gases",NA,NA,2,2
"9259","gasolinera",2,2,2,2
"9260","gasta",NA,NA,2,2
"9261","gauchada",NA,NA,2,2
"9262","Gaucho",NA,NA,2,2
"9263","gaviotas",1,1,2,2
"9264","gaza",2,2,2,2
"9265","gema",1,1,2,1
"9266","genera",2,2,2,2
"9267","generalizado",NA,NA,2,2
"9268","genia",NA,NA,2,2
"9269","genitales",1,1,2,2
"9270","gentio",2,1,2,1
"9271","geografica",1,1,2,2
"9272","geográfica",NA,NA,2,2
"9273","geográfico",1,1,2,2
"9274","geoide",NA,NA,2,2
"9275","gerarquia",1,1,2,2
"9276","gerencia",1,1,2,2
"9277","gerenciar",2,2,2,2
"9278","ghana",1,1,2,1
"9279","girando",NA,NA,2,2
"9280","Girar",1,1,2,2
"9281","girasol",NA,NA,2,1
"9282","gitano",NA,NA,2,2
"9283","glande",2,2,2,2
"9284","globo aerostatico",1,1,2,2
"9285","gobiernos",NA,NA,2,2
"9286","golosinas",NA,NA,2,2
"9287","gorila",2,1,2,1
"9288","gotera",NA,NA,2,2
"9289","grabador",1,1,2,1
"9290","graciosos",1,1,2,2
"9291","grafema",1,1,2,2
"9292","gráfico",NA,NA,2,2
"9293","gramo",1,1,2,2
"9294","grand",1,1,2,2
"9295","grandiosa",1,1,2,2
"9296","granizo",NA,NA,2,2
"9297","gratificacion",1,1,2,2
"9298","grato",NA,NA,2,2
"9299","grial",1,1,2,1
"9300","grifa",1,1,2,1
"9301","grifo",2,1,2,1
"9302","groso",1,1,2,2
"9303","grosso",1,1,2,2
"9304","gruñón",NA,NA,2,2
"9305","grupal",NA,NA,2,2
"9306","gruta",NA,NA,2,2
"9307","guampas",2,2,2,2
"9308","guardo",NA,NA,2,2
"9309","guepardo",2,1,2,1
"9310","guion",1,1,2,2
"9311","guitarras",NA,NA,2,2
"9312","habano",NA,NA,2,1
"9313","Había",2,2,2,2
"9314","habitante",NA,NA,2,2
"9315","habitantes",2,2,2,2
"9316","habrá",1,1,2,2
"9317","haceme",1,1,2,2
"9318","Hacer",NA,NA,2,2
"9319","HACER",2,2,2,2
"9320","hacerse cargo",1,1,2,2
"9321","hago",1,1,2,2
"9322","haiga",2,2,2,2
"9323","hall",NA,NA,2,2
"9324","hambruna",1,1,2,2
"9325","hamburguesas",1,1,2,2
"9326","hamlet",2,2,2,2
"9327","hamster",NA,NA,2,1
"9328","handsome",NA,NA,2,2
"9329","hastío",1,1,2,2
"9330","hawaii",2,2,2,2
"9331","hay tiempo",1,1,2,1
"9332","haya",NA,NA,2,1
"9333","hazlo",NA,NA,2,2
"9334","hebras",2,2,2,2
"9335","hechizos",1,1,2,1
"9336","Hecho",NA,NA,2,2
"9337","helados",1,1,2,1
"9338","helecho",1,1,2,2
"9339","helipuerto",1,1,2,1
"9340","hell",2,1,2,1
"9341","hello",1,1,2,2
"9342","heno",1,1,2,2
"9343","hereditario",2,1,2,1
"9344","hermafrodita",2,1,2,1
"9345","Hermosa",NA,NA,2,2
"9346","herradura",1,1,2,1
"9347","herramiento",2,2,2,2
"9348","herrería",NA,NA,2,1
"9349","hertz",1,1,2,1
"9350","hervido",2,2,2,2
"9351","hervir",NA,NA,2,2
"9352","hice",2,2,2,2
"9353","hidratarse",2,2,2,2
"9354","hidrogeno",NA,NA,2,2
"9355","hiel",1,1,2,1
"9356","hiero",NA,NA,2,2
"9357","hierve",1,1,2,1
"9358","hígado",NA,NA,2,2
"9359","higenico",1,1,2,2
"9360","hipertensión",2,2,2,2
"9361","hippies",1,1,2,2
"9362","histeria",NA,NA,2,2
"9363","histérica",2,1,2,1
"9364","histologia",1,1,2,1
"9365","historial",1,1,2,2
"9366","hito",NA,NA,2,2
"9367","HIV",NA,NA,2,2
"9368","hobby",NA,NA,2,2
"9369","hobre",2,2,2,2
"9370","hockey",1,1,2,2
"9371","hoguera",1,1,2,2
"9372","hojarasca",1,1,2,2
"9373","Hojas",2,2,2,2
"9374","Holanda",1,1,2,2
"9375","holgazan",NA,NA,2,2
"9376","hollín",NA,NA,2,1
"9377","Hollywood",1,1,2,2
"9378","hombres y mujeres",NA,NA,2,2
"9379","homofobia",1,1,2,1
"9380","homogéneo",1,1,2,2
"9381","honorarios",1,1,2,2
"9382","horda",1,1,2,2
"9383","horizontes",1,1,2,2
"9384","hornear",1,1,2,2
"9385","hornero",1,1,2,1
"9386","Horror",2,2,2,2
"9387","hortaliza",2,2,2,2
"9388","Hospital",2,2,2,2
"9389","hoz",2,2,2,2
"9390","huérfano",1,1,2,2
"9391","huerto",1,1,2,2
"9392","huída",1,1,2,2
"9393","Huir",1,1,2,1
"9394","humanismo",NA,NA,2,2
"9395","humanitario",NA,NA,2,2
"9396","Humano",1,1,2,2
"9397","humeante",NA,NA,2,2
"9398","Humedad",NA,NA,2,2
"9399","humus",NA,NA,2,1
"9400","huso",1,1,2,2
"9401","iglesia católica",2,2,2,2
"9402","ignacio",1,1,2,2
"9403","ignición",NA,NA,2,2
"9404","igualar",2,1,2,1
"9405","igualitario",2,2,2,2
"9406","ilegitimo",2,2,2,2
