"","response","Freq","nWords","isASCII"
"4701","co2",1,1,1
"4702","coaccion",1,1,1
"4703","coala",1,1,1
"4704","coato",1,1,1
"4705","cobertura de llanta",1,3,1
"4706","coca cero",1,2,1
"4707","COCAINA",1,1,1
"4708","cocainomano",1,1,1
"4709","coceno",1,1,1
"4710","coche, bus, carro",1,5,1
"4711","cochocho",1,1,1
"4712","cocina fruta carne harina",1,4,1
"4713","cocinar alimento salud",1,3,1
"4714","coco chanel",1,2,1
"4715","cocquitos",1,1,1
"4716","coctel",1,1,1
"4717","Codero",1,1,1
"4718","codici",1,1,1
"4719","códificación",1,1,0
"4720","Codigo",1,1,1
"4721","codigo civil",1,2,1
"4722","codigo postal",1,2,1
"4723","codigos",1,1,1
"4724","coeficit",1,1,1
"4725","coenzar",1,1,1
"4726","coercion",1,1,1
"4727","coete",1,1,1
"4728","cofianza",1,1,1
"4729","cófrades",1,1,0
"4730","cofundador",1,1,1
"4731","cognosible",1,1,1
"4732","cohe",1,1,1
"4733","cohercion",1,1,1
"4734","cohesion",1,1,1
"4735","COHEXISTENCIA",1,1,1
"4736","cohomologia",1,1,1
"4737","COICNAR",1,1,1
"4738","coje",1,1,1
"4739","COJER",1,1,1
"4740","cojin",1,1,1
"4741","cojonera",1,1,1
"4742","coktail",1,1,1
"4743","col col col",1,3,1
"4744","cola de caballo",1,3,1
"4745","cola de la suerte",1,4,1
"4746","cola less",1,2,1
"4747","colaboracion",1,1,1
"4748","colchon",1,1,1
"4749","colegio facultad",1,2,1
"4750","colera",1,1,1
"4751","coles de bruselas",1,3,1
"4752","colet",1,1,1
"4753","colgar ropa",1,2,1
"4754","colibri",1,1,1
"4755","COLITA",1,1,1
"4756","collarin",1,1,1
"4757","collectivo",1,1,1
"4758","colmema",1,1,1
"4759","coloaborar",1,1,1
"4760","colocacion",1,1,1
"4761","colocado hacia un lado",1,4,1
"4762","colombai",1,1,1
"4763","colòn",1,1,0
"4764","colonia de vacaciones",1,3,1
"4765","colonizacion",1,1,1
"4766","COLOR AGRADABLE",1,2,1
"4767","color beige",1,2,1
"4768","color crema",1,2,1
"4769","color naranja",1,2,1
"4770","color o acromático",1,3,0
"4771","Color parecido al tinto",1,4,1
"4772","color verde",1,2,1
"4773","color verde oliva",1,3,1
"4774","color, buzo, bordado",1,5,1
"4775","colq",1,1,1
"4776","colroes",1,1,1
"4777","combinacion",1,1,1
"4778","COMBINACION",1,1,1
"4779","combustibl",1,1,1
"4780","comcar",1,1,1
"4781","comcluida",1,1,1
"4782","comdia",1,1,1
"4783","comdimento",1,1,1
"4784","come insectos",1,2,1
"4785","come todo",1,2,1
"4786","comenzal",1,1,1
"4787","comeptencia",1,1,1
"4788","comer bien",1,2,1
"4789","comer, probar",1,3,1
"4790","comerio",1,1,1
"4791","comerrrrrrr",1,1,1
"4792","cometarios",1,1,1
"4793","comflicto",1,1,1
"4794","comia",1,1,1
"4795","comic",1,1,1
"4796","comid",1,1,1
"4797","comida cuchara sopa",1,3,1
"4798","comida peruana",1,2,1
"4799","comida rápida",1,2,0
"4800","comida y bebida",1,3,1
"4801","comidq",1,1,1
"4802","comidqa",1,1,1
"4803","comiemzo",1,1,1
"4804","comien-o",1,1,1
"4805","comienzar",1,1,1
"4806","comienzo de dia",1,3,1
"4807","comienzo del dia",1,3,1
"4808","comienzo juego",1,2,1
"4809","cominda",1,1,1
"4810","cominezo",1,1,1
"4811","COMINGOS",1,1,1
"4812","cominicaci'pon",1,1,1
"4813","comisa",1,1,1
"4814","comision administradora del abasto",1,4,1
"4815","comite",1,1,1
"4816","commonwhealth",1,1,1
"4817","comnicacion",1,1,1
"4818","comnillos",1,1,1
"4819","como dios lo trajo al mundo",1,6,1
"4820","como encendida",1,2,1
"4821","como se hace algo",1,4,1
"4822","como te decia",1,3,1
"4823","como tu madre",1,3,1
"4824","COMO?",1,1,1
"4825","comocimiento",1,1,1
"4826","còmodos",1,1,0
"4827","compa",1,1,1
"4828","companeras",1,1,1
"4829","companerismi",1,1,1
"4830","companerismo",1,1,1
"4831","companero",1,1,1
"4832","compañera de viaje",1,3,0
"4833","compañero amigo trabajo",1,3,0
"4834","compañero de trabajo",1,3,0
"4835","compañero/a",1,1,0
"4836","compañeros trabajo",1,2,0
"4837","Compañia",1,1,0
"4838","compañía de ímnibus",1,3,0
"4839","comparaciòn",1,1,0
"4840","comparasion",1,1,1
"4841","compartilhar",1,1,1
"4842","compartir con amigas",1,3,1
"4843","compartir conocimiento",1,2,1
"4844","compartirt",1,1,1
"4845","compartr",1,1,1
"4846","compàs",1,1,0
"4847","compensacion",1,1,1
"4848","compermiso",1,1,1
"4849","competicion",1,1,1
"4850","compicado",1,1,1
"4851","complementariedad",1,1,1
"4852","complenta",1,1,1
"4853","complet",1,1,1
"4854","completitud",1,1,1
"4855","completo todo",1,2,1
"4856","completto",1,1,1
"4857","complice",1,1,1
"4858","compñicado",1,1,0
"4859","comportamento",1,1,1
"4860","comportamiento criminal",1,2,1
"4861","composicion",1,1,1
"4862","composición del mundo",1,3,0
"4863","cómpra",1,1,0
"4864","compras baratas",1,2,1
"4865","comprehencion",1,1,1
"4866","comprención",1,1,0
"4867","comprender algo",1,2,1
"4868","COMPRENSION",1,1,1
"4869","compromiso~",1,1,1
"4870","comprtir",1,1,1
"4871","comptar",1,1,1
"4872","COMPUESTO QUIMICO",1,2,1
"4873","compulsion",1,1,1
"4874","comrpas",1,1,1
"4875","comuda",1,1,1
"4876","comuinista",1,1,1
"4877","comumicacion",1,1,1
"4878","Comun",1,1,1
"4879","comuncacion",1,1,1
"4880","comuniar",1,1,1
"4881","comunica promociones",1,2,1
"4882","comunicacon",1,1,1
"4883","comunicacón",1,1,0
"4884","COMUNICAION-AMIGOS-TELEFONO-CAFE",1,1,1
"4885","COMUNICASION",1,1,1
"4886","comuniom",1,1,1
"4887","COMUNION",1,1,1
"4888","comutadora",1,1,1
"4889","con acento, jornada",1,4,1
"4890","con alguien",1,2,1
"4891","con arco y flecha",1,4,1
"4892","con arena",1,2,1
"4893","con coca",1,2,1
"4894","con dientes",1,2,1
"4895","con dios",1,2,1
"4896","con ellos",1,2,1
"4897","con gran peso",1,3,1
"4898","con granos",1,2,1
"4899","con hielo",1,2,1
"4900","con hijos",1,2,1
"4901","con historia",1,2,1
"4902","con la frente marchita",1,4,1
"4903","con làpiz",1,2,0
"4904","con luz",1,2,1
"4905","con mango",1,2,1
"4906","con manteca",1,2,1
"4907","con mis hijos",1,3,1
"4908","con mucho conocimiento",1,3,1
"4909","con o si próposito",1,4,0
"4910","con o sin consecuencias",1,4,1
"4911","con otros",1,2,1
"4912","con palo",1,2,1
"4913","con papas fritas",1,3,1
"4914","con permiso",1,2,1
"4915","con quien",1,2,1
"4916","con todos",1,2,1
"4917","con un bate",1,3,1
"4918","con versación",1,2,0
"4919","conamigos",1,1,1
"4920","Conan",1,1,1
"4921","CONAPROLE",1,1,1
"4922","conbustible",1,1,1
"4923","concard",1,1,1
"4924","concava",1,1,1
"4925","CONCAVA",1,1,1
"4926","concecuencia",1,1,1
"4927","concensuado",1,1,1
"4928","concentraci",1,1,1
"4929","concéntrica",1,1,0
"4930","concepcion",1,1,1
"4931","concepto economico",1,2,1
"4932","conceptualización",1,1,0
"4933","concersacion",1,1,1
"4934","concertación",1,1,0
"4935","concetración",1,1,0
"4936","concheta",1,1,1
"4937","conchillas",1,1,1
"4938","conciencia ética respeto",1,3,0
"4939","CONCIENTE",1,1,1
"4940","concientemente",1,1,1
"4941","conciliacion",1,1,1
"4942","concimientos",1,1,1
"4943","conclave",1,1,1
"4944","conclucion",1,1,1
"4945","concoer",1,1,1
"4946","concrecion",1,1,1
"4947","concubino",1,1,1
"4948","conculsión",1,1,0
"4949","concurrir algun sitio",1,3,1
"4950","concurrira",1,1,1
"4951","concursal",1,1,1
"4952","condecoraciòn",1,1,0
"4953","condecorativa",1,1,1
"4954","condensacion",1,1,1
"4955","CONDICION",1,1,1
"4956","condicionalidad",1,1,1
"4957","condimentacon",1,1,1
"4958","condimento de mcdonalds",1,3,1
"4959","condimiento",1,1,1
"4960","condor",1,1,1
"4961","conduccion",1,1,1
"4962","conductismo",1,1,1
"4963","conductor electrico",1,2,1
"4964","CONDUCTUAL",1,1,1
"4965","CONECCION",1,1,1
"4966","conectividad",1,1,1
"4967","coneta",1,1,1
"4968","CONEXION",1,1,1
"4969","confabulacion",1,1,1
"4970","confiamza",1,1,1
"4971","confiante",1,1,1
"4972","confienza",1,1,1
"4973","confio",1,1,1
"4974","Confirmacion",1,1,1
"4975","conflictuado",1,1,1
"4976","conforme del",1,2,1
"4977","confrontacion",1,1,1
"4978","confrontamiento",1,1,1
"4979","confrotable",1,1,1
"4980","congelante",1,1,1
"4981","congenere",1,1,1
"4982","congeneres",1,1,1
"4983","congestion",1,1,1
"4984","congestionamiento",1,1,1
"4985","congolmeracon",1,1,1
"4986","congregacion",1,1,1
"4987","conjocer",1,1,1
"4988","CONJUNCION",1,1,1
"4989","conjunto celulas",1,2,1
"4990","conjunto de medidas",1,3,1
"4991","conjunto de oraciones",1,3,1
"4992","conjunto de organos",1,3,1
"4993","conjunto de personas",1,3,1
"4994","conjunto de simbolos",1,3,1
"4995","conjunto de sucesos en el tiempo",1,6,1
"4996","conjunto unitario",1,2,1
"4997","conluir",1,1,1
"4998","conmemoracion",1,1,1
"4999","conmemoraciòn",1,1,0
"5000","conneccion",1,1,1
"5001","cono cimiento",1,2,1
"5002","cono naranja",1,2,1
"5003","conocidod",1,1,1
"5004","conociemiento",1,1,1
"5005","conocimeinto",1,1,1
"5006","conocimientoa",1,1,1
"5007","conocimientos nuevos",1,2,1
"5008","conocimientp",1,1,1
"5009","conosco",1,1,1
"5010","conoser",1,1,1
"5011","consanguineo",1,1,1
"5012","conseciencia",1,1,1
"5013","consertar",1,1,1
"5014","conservatório",1,1,0
"5015","consimo",1,1,1
"5016","conspiracion",1,1,1
"5017","constacia",1,1,1
"5018","constelacion",1,1,1
"5019","CONSTELACION",1,1,1
"5020","constelacion de trabajo",1,3,1
"5021","consteuccion",1,1,1
"5022","construción",1,1,0
"5023","Construción",1,1,0
"5024","constructo",1,1,1
"5025","construye generalo",1,2,1
"5026","constuccion",1,1,1
"5027","constuir",1,1,1
"5028","consul",1,1,1
"5029","consultori",1,1,1
"5030","consultoriq",1,1,1
"5031","consumacion",1,1,1
"5032","consumirj",1,1,1
"5033","consurso",1,1,1
"5034","conta",1,1,1
"5035","contacto corporal",1,2,1
"5036","contacto estrecho",1,2,1
"5037","contaduria",1,1,1
"5038","CONTAINER",1,1,1
"5039","contamincion",1,1,1
"5040","contanedor",1,1,1
"5041","contanto",1,1,1
"5042","Contencion",1,1,1
"5043","contendor",1,1,1
"5044","contenedor de líquido",1,3,0
"5045","contension",1,1,1
"5046","contentro",1,1,1
"5047","contestario",1,1,1
"5048","contienente en donde esté",1,4,0
"5049","contigüo",1,1,0
"5050","continuación temporal",1,2,0
"5051","contínuo",1,1,0
"5052","CONTITUCIÓN",1,1,0
"5053","contolar",1,1,1
"5054","contorsion",1,1,1
"5055","CONTRADICCION",1,1,1
"5056","contraeña",1,1,0
"5057","contrafirma",1,1,1
"5058","contrapiso",1,1,1
"5059","contrareloj",1,1,1
"5060","contrario a ausencia",1,3,1
"5061","contrario de liviano",1,3,1
"5062","contrasena",1,1,1
"5063","contrcante",1,1,1
"5064","contrlo",1,1,1
"5065","contro",1,1,1
"5066","control de tele",1,3,1
"5067","control remoto",1,2,1
"5068","controlodor",1,1,1
"5069","contrucción",1,1,0
"5070","contruye",1,1,1
"5071","contuniar",1,1,1
"5072","Conurbano",1,1,1
"5073","conveccion",1,1,1
"5074","convenios economicos",1,2,1
"5075","convercacion",1,1,1
"5076","conversaciòn",1,1,0
"5077","convevencia",1,1,1
"5078","CONVIVENCIA",1,1,1
"5079","conzeder",1,1,1
"5080","coocimiento",1,1,1
"5081","cooherencia",1,1,1
"5082","coor",1,1,1
"5083","coordinación ensayo",1,2,0
"5084","coordnación",1,1,0
"5085","copetin",1,1,1
"5086","COPETIN",1,1,1
"5087","copetín",1,1,0
"5088","coposos",1,1,1
"5089","copycat",1,1,1
"5090","coquillar",1,1,1
"5091","coquitos",1,1,1
"5092","coraón",1,1,0
"5093","corazó",1,1,0
"5094","corazon en venta",1,3,1
"5095","corbataq",1,1,1
"5096","corderito",1,1,1
"5097","CORDON",1,1,1
"5098","cordòn",1,1,0
"5099","cordoón",1,1,0
"5100","coreazon",1,1,1
"5101","Coreer",1,1,1
"5102","coreografia",1,1,1
"5103","coriandro",1,1,1
"5104","cormir",1,1,1
"5105","corn",1,1,1
"5106","corniza",1,1,1
"5107","corporacion",1,1,1
"5108","corporea",1,1,1
"5109","corporeo",1,1,1
"5110","corralon",1,1,1
"5111","corrdenadas",1,1,1
"5112","correcamino",1,1,1
"5113","corrección de",1,2,0
"5114","correción",1,1,0
"5115","correlacion",1,1,1
"5116","correojefe",1,1,1
"5117","correpondencia",1,1,1
"5118","correspondenci",1,1,1
"5119","corriente elctrica",1,2,1
"5120","corriente eléctrica",1,2,0
"5121","corrocivo",1,1,1
"5122","CORRUPCION",1,1,1
"5123","corset",1,1,1
"5124","corta edad",1,2,1
"5125","cortacésped",1,1,0
"5126","cortamambo",1,1,1
"5127","cortazar",1,1,1
"5128","Cortázar",1,1,0
"5129","corte de la",1,3,1
"5130","corte de pelo",1,3,1
"5131","corte electoral",1,2,1
"5132","corte internacional",1,2,1
"5133","cortecia",1,1,1
"5134","corteza cerebral",1,2,1
"5135","cortezanos",1,1,1
"5136","cortita",1,1,1
"5137","cosa algo elemento",1,3,1
"5138","cosa compartida",1,2,1
"5139","cosa pequeña",1,2,0
"5140","COSA, TODO, CUALQUIERA",1,5,1
"5141","cosas de la vida",1,4,1
"5142","cosas juntos",1,2,1
"5143","cosas tiradas",1,2,1
"5144","cosaz",1,1,1
"5145","cosis",1,1,1
"5146","cosito",1,1,1
"5147","cosmetico",1,1,1
"5148","COSMETICOS",1,1,1
"5149","cosmetologia",1,1,1
"5150","costozo",1,1,1
"5151","costron",1,1,1
"5152","cotina",1,1,1
"5153","COTIZACION",1,1,1
"5154","COTOSA",1,1,1
"5155","cotrrecto",1,1,1
"5156","COUNTRY",1,1,1
"5157","Cozumel",1,1,1
"5158","cr",1,1,1
"5159","Cra",1,1,1
"5160","cracter",1,1,1
"5161","crande",1,1,1
"5162","CRANEO",1,1,1
"5163","crar",1,1,1
"5164","Crash",1,1,1
"5165","CRATEUS",1,1,1
"5166","crazy",1,1,1
"5167","creatico",1,1,1
"5168","crecer juntos",1,2,1
"5169","creciiento",1,1,1
"5170","crecimeinto",1,1,1
"5171","credenza",1,1,1
"5172","CREDITO",1,1,1
"5173","crédito trabajo fútbol",1,3,0
"5174","creditos",1,1,1
"5175","credto",1,1,1
"5176","credulo",1,1,1
"5177","creeencia",1,1,1
"5178","creencia de superioridad",1,3,1
"5179","creencia en Dios",1,3,1
"5180","creeter",1,1,1
"5181","creida",1,1,1
"5182","crema corporal",1,2,1
"5183","crema de leche",1,3,1
"5184","crencia",1,1,1
"5185","cretivo",1,1,1
"5186","cria",1,1,1
"5187","crias",1,1,1
"5188","criel",1,1,1
"5189","crimienal",1,1,1
"5190","criminal minds",1,2,1
"5191","criminología",1,1,0
"5192","cro",1,1,1
"5193","crock",1,1,1
"5194","crocs",1,1,1
"5195","cromagnon",1,1,1
"5196","cromatico",1,1,1
"5197","cronologìa",1,1,0
"5198","crossfit",1,1,1
"5199","crrea",1,1,1
"5200","crrib",1,1,1
"5201","crrito",1,1,1
"5202","cru",1,1,1
"5203","cruce´",1,1,1
"5204","crusar",1,1,1
"5205","crusifijo",1,1,1
"5206","crustacion",1,1,1
"5207","csa",1,1,1
"5208","csballero",1,1,1
"5209","CUADADO",1,1,1
"5210","cuaderno firma",1,2,1
"5211","cuadr",1,1,1
"5212","CUADRADO-IZQUIERDO-DERECHO-POSITIVO-NAGATIVO",1,1,1
"5213","cuadrarda",1,1,1
"5214","cuadrata",1,1,1
"5215","cuadreno",1,1,1
"5216","cuadrille",1,1,1
"5217","cuadritos",1,1,1
"5218","cuadro de bici",1,3,1
"5219","cuadro de fútbol",1,3,0
"5220","cuadro de pintur",1,3,1
"5221","cuadro madera",1,2,1
"5222","cuadro museo pintura",1,3,1
"5223","cuadrosd",1,1,1
"5224","cuál es",1,2,0
"5225","cualca",1,1,1
"5226","cualequiera",1,1,1
"5227","cualitativos, cuantitativos",1,3,1
"5228","cualquier persona",1,2,1
"5229","cuáno",1,1,0
"5230","cuantico",1,1,1
"5231","cuantificación",1,1,0
"5232","cuantificativo",1,1,1
"5233","cuanto falta",1,2,1
"5234","cuaquero",1,1,1
"5235","cuarento",1,1,1
"5236","cuarto niña",1,2,0
"5237","cuator",1,1,1
"5238","cuatro decadas",1,2,1
"5239","cuatro paredes",1,2,1
"5240","cuatro pesos de propina",1,4,1
"5241","cuba libre",1,2,1
"5242","cubi",1,1,1
"5243","cubiculo",1,1,1
"5244","CUBIERTa",1,1,1
"5245","cubrecabeza",1,1,1
"5246","cubrepiernas",1,1,1
"5247","cuc",1,1,1
"5248","cuchara de madera",1,3,1
"5249","cuchara grande",1,2,1
"5250","CUCHARITA",1,1,1
"5251","cuchicheos",1,1,1
"5252","cuchilli",1,1,1
"5253","cuchillo*",1,1,1
"5254","cuchilo",1,1,1
"5255","cucumelo",1,1,1
"5256","cudar",1,1,1
"5257","cueenca",1,1,1
"5258","cuelllo",1,1,1
"5259","cuello camis",1,2,1
"5260","cuello lengua fluidos",1,3,1
"5261","cuello negro",1,2,1
"5262","cuello, detrás, columna",1,5,0
"5263","cuena",1,1,1
"5264","cuenta bancaria",1,2,1
"5265","cuenta matematica",1,2,1
"5266","cuento de hadas",1,3,1
"5267","cuento infantil",1,2,1
"5268","cuento para niños",1,3,0
"5269","cuentos infantiles",1,2,1
"5270","cuerito",1,1,1
"5271","CUERITO",1,1,1
"5272","CUERITOS",1,1,1
"5273","cuerno, agresión, paquidermo",1,5,0
"5274","CUERO ANIMAL",1,2,1
"5275","cuero cabelludo",1,2,1
"5276","cuero o tela",1,3,1
"5277","cuero olor a cuero",1,4,1
"5278","cuerop",1,1,1
"5279","cuerp",1,1,1
"5280","cuerpo a tierra",1,3,1
"5281","cuerpo celeste",1,2,1
"5282","Cuerpo humano",1,2,1
"5283","cuerpo mente",1,2,1
"5284","CUESTIONAMIENTO",1,1,1
"5285","cuete",1,1,1
"5286","cuetes",1,1,1
"5287","cuibierta",1,1,1
"5288","cuidadano",1,1,1
"5289","cuidadanos",1,1,1
"5290","cuidado expectativa",1,2,1
"5291","cuidao",1,1,1
"5292","cuidarce",1,1,1
"5293","cuidaro",1,1,1
"5294","cuidawrse",1,1,1
"5295","cula",1,1,1
"5296","culi",1,1,1
"5297","culminae",1,1,1
"5298","culpeaños",1,1,0
"5299","culquiera",1,1,1
"5300","cultura popular",1,2,1
"5301","culturista",1,1,1
"5302","cultutral",1,1,1
"5303","cum",1,1,1
"5304","cumple años",1,2,0
"5305","cumpleanños",1,1,0
"5306","cumpleanos",1,1,1
"5307","CUMPLEANOS",1,1,1
"5308","cumpleañod",1,1,0
"5309","cumpleñaños",1,1,0
"5310","cumpleñaos",1,1,0
"5311","cumpletaños",1,1,0
"5312","CUMPLIDOR+",1,1,1
"5313","cumplir meta",1,2,1
"5314","cumplir metas",1,2,1
"5315","cumulus",1,1,1
"5316","cupcakes",1,1,1
"5317","cupermercado",1,1,1
"5318","cupon",1,1,1
"5319","cura loco mente",1,3,1
"5320","cura´",1,1,1
"5321","curaci´´on",1,1,1
"5322","curacion",1,1,1
"5323","curaciòn",1,1,0
"5324","curas chorros",1,2,1
"5325","cureosiar",1,1,1
"5326","curiosdad",1,1,1
"5327","curitas",1,1,1
"5328","curradores",1,1,1
"5329","currpo",1,1,1
"5330","cursante",1,1,1
"5331","cusco",1,1,1
"5332","cuserte",1,1,1
"5333","cutura",1,1,1
"5334","cuyana",1,1,1
"5335","cuyano",1,1,1
"5336","d e l",1,3,1
"5337","d{ia",1,1,1
"5338","DA",1,1,1
"5339","da igual",1,2,1
"5340","da sombra",1,2,1
"5341","da vueltas",1,2,1
"5342","dacil",1,1,1
"5343","daddy",1,1,1
"5344","dademuh",1,1,1
"5345","dadiva",1,1,1
"5346","dadosis",1,1,1
"5347","daewoo",1,1,1
"5348","dái",1,1,0
"5349","daiquiri",1,1,1
"5350","daisy",1,1,1
"5351","daleeee",1,1,1
"5352","dali",1,1,1
"5353","dalir",1,1,1
"5354","dalmatas",1,1,1
"5355","dalvacion",1,1,1
"5356","dama (juego de ajedrez)",1,4,1
"5357","dama antigua",1,2,1
"5358","dambo",1,1,1
"5359","damero",1,1,1
"5360","dandy",1,1,1
"5361","daniel",1,1,1
"5362","Danilo",1,1,1
"5363","daniño",1,1,0
"5364","dano",1,1,1
"5365","danzar liberar movimiento",1,3,1
"5366","danzon",1,1,1
"5367","dañiño",1,1,0
"5368","dañp",1,1,0
"5369","dar atención",1,2,0
"5370","dar la palabra",1,3,1
"5371","dar la vuelta",1,3,1
"5372","dar muerte",1,2,1
"5373","dar otra oportunidad",1,3,1
"5374","dar respuesta",1,2,1
"5375","dar vueltas",1,2,1
"5376","Darío",1,1,0
"5377","Darnauchans",1,1,1
"5378","darse vuelta",1,2,1
"5379","dasipódidos",1,1,0
"5380","datiles",1,1,1
"5381","dato o medida",1,3,1
"5382","datp",1,1,1
"5383","Daughter",1,1,1
"5384","david",1,1,1
"5385","Dayana",1,1,1
"5386","de 10",1,2,1
"5387","de a uno",1,3,1
"5388","de aamor",1,2,1
"5389","de abrifo",1,2,1
"5390","de aca",1,2,1
"5391","de acción",1,2,0
"5392","de adas",1,2,1
"5393","DE AGUA",1,2,1
"5394","de aguya",1,2,1
"5395","de algo importante",1,3,1
"5396","de almacenaje",1,2,1
"5397","de altura",1,2,1
"5398","DE ALTURA",1,2,1
"5399","de aluminio",1,2,1
"5400","de amar",1,2,1
"5401","de amigos",1,2,1
"5402","de animaciones",1,2,1
"5403","de aquí",1,2,0
"5404","de area",1,2,1
"5405","de arena",1,2,1
"5406","de ases",1,2,1
"5407","de atar",1,2,1
"5408","de aterrizaje",1,2,1
"5409","de atracciones",1,2,1
"5410","de autos",1,2,1
"5411","de auxilio",1,2,1
"5412","de ayer",1,2,1
"5413","de ayuda",1,2,1
"5414","de bala",1,2,1
"5415","de balas",1,2,1
"5416","de baroo",1,2,1
"5417","de barrio",1,2,1
"5418","de barro",1,2,1
"5419","de basura",1,2,1
"5420","de batalla",1,2,1
"5421","de bebe",1,2,1
"5422","de bebé",1,2,0
"5423","de bebè",1,2,0
"5424","de beisbol",1,2,1
"5425","de belleza",1,2,1
"5426","de bolsa",1,2,1
"5427","de bomberos",1,2,1
"5428","de buena calidad",1,3,1
"5429","de buey",1,2,1
"5430","de bus",1,2,1
"5431","de caballo",1,2,1
"5432","de café",1,2,0
"5433","de caminar",1,2,1
"5434","de camiones",1,2,1
"5435","de carapé",1,2,0
"5436","de cargo",1,2,1
"5437","de cariño",1,2,0
"5438","de carrasco",1,2,1
"5439","de carreras",1,2,1
"5440","de cartas",1,2,1
"5441","de celular",1,2,1
"5442","de cerveza",1,2,1
"5443","DE CERVEZA",1,2,1
"5444","de chocolate",1,2,1
"5445","de cine",1,2,1
"5446","de clase",1,2,1
"5447","de clases",1,2,1
"5448","de cobalto",1,2,1
"5449","de cocina",1,2,1
"5450","de color",1,2,1
"5451","de comestibles",1,2,1
"5452","de comida",1,2,1
"5453","de comprensi",1,2,1
"5454","de comunicación",1,2,0
"5455","de conejo",1,2,1
"5456","de confianza",1,2,1
"5457","de copa",1,2,1
"5458","de cosa",1,2,1
"5459","de costado",1,2,1
"5460","de cow boy",1,3,1
"5461","de credito",1,2,1
"5462","de crema",1,2,1
"5463","de criminales",1,2,1
"5464","de cuadros",1,2,1
"5465","de cualquier cosa",1,3,1
"5466","de cuentas",1,2,1
"5467","de cuero",1,2,1
"5468","de cumpleaños",1,2,0
"5469","de datos",1,2,1
"5470","de derecho",1,2,1
"5471","de deseos",1,2,1
"5472","de día",1,2,0
"5473","de dificil comprensión",1,3,0
"5474","de dinero",1,2,1
"5475","de dios",1,2,1
"5476","de Dios",1,2,1
"5477","DE DIPUTADOS",1,2,1
"5478","de disco de vinilo",1,4,1
"5479","de distincion",1,2,1
"5480","de distintos materiales",1,3,1
"5481","de distintos países",1,3,0
"5482","de diversiones",1,2,1
"5483","de diwntes",1,2,1
"5484","de donde vengo",1,3,1
"5485","de dormir",1,2,1
"5486","de edad",1,2,1
"5487","de edad mayor",1,3,1
"5488","de ejercicios",1,2,1
"5489","de enrrollar",1,2,1
"5490","de entre lo que mas anhele",1,6,1
"5491","de época",1,2,0
"5492","de equipo de fútbol",1,4,0
"5493","de espejos",1,2,1
"5494","de esperar",1,2,1
"5495","de estrellas",1,2,1
"5496","de estudio",1,2,1
"5497","de ética",1,2,0
"5498","de fiesta",1,2,1
"5499","de frutas",1,2,1
"5500","de frutas y verduras",1,4,1
"5501","de gala",1,2,1
"5502","de galicia",1,2,1
"5503","de gallego",1,2,1
"5504","de gallegos",1,2,1
"5505","de ganar",1,2,1
"5506","de garage",1,2,1
"5507","de gas",1,2,1
"5508","de genero",1,2,1
"5509","de género",1,2,0
"5510","de gente",1,2,1
"5511","de gesta",1,2,1
"5512","de gobierno",1,2,1
"5513","de godo",1,2,1
"5514","de goule",1,2,1
"5515","de gracia",1,2,1
"5516","de gran porte",1,3,1
"5517","de granja",1,2,1
"5518","de grano",1,2,1
"5519","de gravedad",1,2,1
"5520","de hielo",1,2,1
"5521","DE HOGAR",1,2,1
"5522","de hoguera",1,2,1
"5523","de humor",1,2,1
"5524","de ida y vuelta",1,4,1
"5525","de imporviso",1,2,1
"5526","de impuestos",1,2,1
